stock,animal_name,animal_id,batch,birth date,sex,genotype,sex gen,date_of_experiment,experimenter,age weeks,parameter,data
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-04-25,nan,32,Weight,34.49
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-05-11,nan,35,Weight,34.4
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-05-18,nan,36,Weight,34.82
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-05-30,nan,36,Weight,34.86
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-06-14,nan,39,Weight,35.96
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-06-29,nan,42,Weight,34.7
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-07-26,nan,46,Weight,35.22
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-08-10,nan,48,Weight,36.17
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-08-16,nan,48,Weight,35.64
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-08-30,nan,50,Weight,37.93
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-09-08,nan,52,Weight,36.65
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-09-13,nan,52,Weight,36.7
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-09-29,nan,55,Weight,38.07
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-10-05,nan,56,Weight,38.4
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-10-27,nan,58,Weight,37.68
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-11-04,nan,60,Weight,36.75
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-12-01,nan,64,Weight,37.94
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-12-22,nan,66,Weight,37.76
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-12-30,nan,68,Weight,37.09
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2023-01-05,nan,69,Weight,37.53
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-01-14,nan,18,Weight,31.99
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-12-08,nan,65,Weight,37.65
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-11-16,nan,62,Weight,37.43
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-07-13,nan,44,Weight,36.18
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/3.1h,7386934,C9ORF-Behav-1,2021-09-08,Male,,,2022-10-12,nan,57,Weight,37.74
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2021-11-17,nan,4,Weight,11.68
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-10,nan,8,Weight,18.1
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-17,nan,8,Weight,18.09
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-23,nan,9,Weight,19.69
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-31,nan,10,Weight,19.86
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-03,nan,16,Weight,20.91
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-11,nan,16,Weight,20.72
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-07,nan,20,Weight,22.45
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-22,nan,22,Weight,22.01
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-29,nan,23,Weight,22.65
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-06,nan,24,Weight,22.67
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-12,nan,24,Weight,22.92
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-25,nan,27,Weight,23.83
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-05-11,nan,28,Weight,25.26
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-05-18,nan,30,Weight,23.74
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-05-30,nan,32,Weight,23.95
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-06-14,nan,34,Weight,25.85
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-06-29,nan,36,Weight,24.31
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-06,nan,36,Weight,25.52
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-18,nan,39,Weight,24.42
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-19,nan,39,Weight,24.32
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-20,nan,39,Weight,25.02
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-21,nan,39,Weight,25.01
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-22,nan,39,Weight,25.06
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-23,nan,39,Weight,24.22
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-24,nan,39,Weight,24.43
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-08-03,nan,42,Weight,24.4
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-08-10,nan,42,Weight,25.73
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-08-16,nan,43,Weight,26.62
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-08-17,nan,43,Weight,26.03
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-08-30,nan,46,Weight,25.65
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-09-08,nan,46,Weight,26.65
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-09-22,nan,48,Weight,27.45
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-10-20,nan,52,Weight,25.84
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-11-17,nan,56,Weight,26.1
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-11-30,nan,58,Weight,26.11
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-12-16,nan,60,Weight,25.57
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-12-19,nan,61,Weight,26.8
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-01-12,nan,64,Weight,26.45
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-01-13,nan,64,Weight,26.37
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-01-26,nan,66,Weight,26.18
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-02-01,nan,66,Weight,27.03
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-02-10,nan,68,Weight,27.04
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-02-24,nan,70,Weight,28.06
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-03-03,nan,70,Weight,27.49
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-25,nan,18,Weight,21.66
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-01-07,nan,12,Weight,20.67
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-01-13,nan,12,Weight,20.81
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-01-28,nan,14,Weight,21.95
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-18,nan,17,Weight,22.13
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-17,nan,21,Weight,22.3
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-19,nan,26,Weight,24.63
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-10-12,nan,51,Weight,26.23
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-11-01,nan,54,Weight,26.25
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-12-29,nan,62,Weight,26.91
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2023-01-04,nan,62,Weight,27.25
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2021-11-23,nan,5,Weight,15.08
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-02,nan,6,Weight,16.51
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-13,nan,38,Weight,24.47
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-14,nan,38,Weight,24.81
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-15,nan,38,Weight,25.52
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-16,nan,38,Weight,25.71
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-17,nan,38,Weight,25.2
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-25,nan,40,Weight,24.98
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-26,nan,40,Weight,24.74
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1b,7407845,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-27,nan,40,Weight,24.97
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2021-11-17,nan,4,Weight,12.81
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-10,nan,8,Weight,19.37
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-17,nan,8,Weight,20.98
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-23,nan,9,Weight,20.78
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-31,nan,10,Weight,22.01
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-03,nan,16,Weight,23.15
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-11,nan,16,Weight,22.58
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-07,nan,20,Weight,24.3
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-22,nan,22,Weight,24.12
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-29,nan,23,Weight,24.62
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-06,nan,24,Weight,26.02
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-12,nan,24,Weight,25.88
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-25,nan,27,Weight,26.42
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-05-11,nan,28,Weight,27.78
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-05-18,nan,30,Weight,27.91
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-05-30,nan,32,Weight,27.92
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-06-14,nan,34,Weight,28.25
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-06-29,nan,36,Weight,29.15
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-08-16,nan,43,Weight,32.39
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-08-30,nan,46,Weight,33.12
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-09-08,nan,46,Weight,33.81
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-09-22,nan,48,Weight,33.62
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-10-20,nan,52,Weight,35.44
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-11-17,nan,56,Weight,34.6
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-11-30,nan,58,Weight,34.93
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-12-16,nan,60,Weight,36.36
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-12-19,nan,61,Weight,36.08
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2023-01-12,nan,64,Weight,36.67
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2023-01-26,nan,66,Weight,36.98
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2023-02-01,nan,66,Weight,38.1
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2023-02-10,nan,68,Weight,36.88
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2023-02-24,nan,70,Weight,36.7
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2023-03-03,nan,70,Weight,36.5
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-25,nan,18,Weight,23.32
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-01-07,nan,12,Weight,22
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-01-13,nan,12,Weight,22.28
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-01-28,nan,14,Weight,23.65
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-02-18,nan,17,Weight,23.32
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-03-17,nan,21,Weight,24.09
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-04-19,nan,26,Weight,24.62
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-10-12,nan,51,Weight,35.32
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-11-01,nan,54,Weight,35.65
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-12-29,nan,62,Weight,36.67
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2023-01-04,nan,62,Weight,36.01
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2021-11-23,nan,5,Weight,16.8
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2021-12-02,nan,6,Weight,18.84
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-13,nan,38,Weight,27.58
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.1g,7407850,C9ORF-Behav-2,2021-10-18,Female,,,2022-07-26,nan,40,Weight,30.64
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2021-11-17,nan,4,Weight,14.23
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2021-11-23,nan,4,Weight,18.08
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2021-12-10,nan,8,Weight,22.45
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2021-12-17,nan,8,Weight,23.18
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2021-12-23,nan,9,Weight,24.42
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2021-12-31,nan,10,Weight,23.74
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-02-03,nan,16,Weight,29.56
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-02-11,nan,16,Weight,29.18
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-03-07,nan,20,Weight,30.89
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-03-29,nan,22,Weight,32.23
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-04-06,nan,24,Weight,30.9
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-04-12,nan,24,Weight,31.41
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-04-19,nan,24,Weight,31.9
C9ORF72-GR400-MAT-B6J,C9ORF72-GR400-MAT-B6J/4.2a,7407851,C9ORF-Behav-2,2021-10-20,Male,,,2022-05-11,nan,28,Weight,32.05
