stock,animal_name,animal_id,batch,birth date,sex,genotype,sex gen,date_of_experiment,experimenter,age weeks,parameter,data
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-08-05,nan,48,Weight,32.47
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-09-01,nan,52,Weight,34.65
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-09-29,nan,54,Weight,33.58
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-09-30,nan,56,Weight,34.7
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-01,nan,56,Weight,34.93
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-02,nan,56,Weight,35.39
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-03,nan,56,Weight,34.97
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-04,nan,56,Weight,34.32
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-05,nan,56,Weight,34.62
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-06,nan,56,Weight,35.51
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-26,nan,58,Weight,35.9
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-01,nan,60,Weight,34.68
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-15,nan,62,Weight,32.86
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-16,nan,62,Weight,33.29
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-17,nan,62,Weight,32.92
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-18,nan,63,Weight,33.21
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-19,nan,63,Weight,33.4
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-20,nan,63,Weight,33.02
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-21,nan,63,Weight,32.98
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-22,nan,63,Weight,32.88
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-23,nan,63,Weight,32.35
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-24,nan,63,Weight,33.46
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-25,nan,64,Weight,33.71
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-26,nan,64,Weight,32.79
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-27,nan,64,Weight,32.23
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-28,nan,64,Weight,32.8
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-29,nan,64,Weight,32.54
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-30,nan,64,Weight,32.27
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-01,nan,64,Weight,32.16
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-11-01,nan,8,Weight,21.08
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-12-23,nan,15,Weight,24.56
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-02-10,nan,22,Weight,27.14
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-06-30,nan,42,Weight,31.26
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-07-27,nan,46,Weight,31.79
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-08-17,nan,49,Weight,35.3
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-09-14,nan,53,Weight,36.83
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-07,nan,57,Weight,35.89
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2a,7384578,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-13,nan,57,Weight,36.35
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-09-29,nan,4,Weight,12.33
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-10-06,nan,4,Weight,16.63
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-10-11,nan,5,Weight,18.13
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-10-19,nan,6,Weight,19.97
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-11-09,nan,10,Weight,21.71
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-11-16,nan,10,Weight,22.35
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-11-25,nan,11,Weight,22.77
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-12-10,nan,14,Weight,24.29
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-12-31,nan,16,Weight,24.54
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-01-14,nan,19,Weight,24.64
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-01-19,nan,19,Weight,25.52
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-01-27,nan,20,Weight,26.52
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-02-25,nan,25,Weight,29.08
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-03-16,nan,28,Weight,29.3
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-03-21,nan,28,Weight,30.3
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-03-28,nan,29,Weight,30.02
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-04-05,nan,30,Weight,30.67
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-04-12,nan,30,Weight,29.97
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-04-20,nan,32,Weight,30.02
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-04-26,nan,33,Weight,30.96
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-05-12,nan,34,Weight,31.05
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-05-19,nan,36,Weight,31.94
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-05-31,nan,38,Weight,31.38
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-06-15,nan,40,Weight,32.31
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-07-07,nan,43,Weight,32.49
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-07-14,nan,44,Weight,34.3
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-08-05,nan,48,Weight,33.13
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-09-01,nan,52,Weight,35.55
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-09-29,nan,54,Weight,35.46
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-26,nan,58,Weight,36.55
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-01,nan,60,Weight,37.47
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-15,nan,62,Weight,35.68
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-21,nan,63,Weight,34.46
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-11-30,nan,64,Weight,34.8
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-01,nan,64,Weight,35.34
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-02,nan,66,Weight,35.23
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-08,nan,66,Weight,35.39
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-09,nan,66,Weight,35.84
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-17,nan,67,Weight,36.58
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-23,nan,68,Weight,36.52
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-12-29,nan,68,Weight,35.56
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2023-01-06,nan,70,Weight,35.2
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2023-01-10,nan,70,Weight,36.67
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2023-01-16,nan,72,Weight,36.46
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2023-01-20,nan,72,Weight,36
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-11-01,nan,8,Weight,20.71
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2021-12-23,nan,15,Weight,25.32
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-02-10,nan,22,Weight,27.7
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-06-30,nan,42,Weight,33.22
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-07-27,nan,46,Weight,32.86
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-08-17,nan,49,Weight,33.79
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-09-14,nan,53,Weight,34.89
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.2d,7384581,TDP43-Q331K-Behav-1,2021-09-03,Female,,,2022-10-13,nan,57,Weight,36.23
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-11-26,nan,4,Weight,9.28
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-02,nan,4,Weight,13.96
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-10,nan,5,Weight,18.6
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-17,nan,6,Weight,19.38
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-23,nan,6,Weight,21.09
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-01-07,nan,10,Weight,23.19
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-01-13,nan,10,Weight,23.73
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-01-20,nan,11,Weight,23.72
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-01-28,nan,12,Weight,24.25
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-02-11,nan,14,Weight,24.76
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-02-25,nan,16,Weight,24.8
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-03-21,nan,20,Weight,25.67
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-03-28,nan,20,Weight,24.7
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-04-12,nan,24,Weight,27.35
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-04-20,nan,24,Weight,25.99
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-04-26,nan,25,Weight,27.27
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-05-12,nan,28,Weight,27.21
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-05-19,nan,28,Weight,27.57
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-05-31,nan,30,Weight,27.96
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-06-15,nan,32,Weight,27.4
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-06-30,nan,34,Weight,28.3
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-07-14,nan,36,Weight,28
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-07-27,nan,38,Weight,30.23
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-08-17,nan,40,Weight,29.92
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-09-01,nan,43,Weight,30.97
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-09-27,nan,48,Weight,30.49
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-10-03,nan,48,Weight,30.81
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-10-26,nan,52,Weight,32.31
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-11-01,nan,52,Weight,30.03
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-11-15,nan,54,Weight,30.3
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-12-02,nan,56,Weight,30.91
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-12-13,nan,58,Weight,31.12
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-12-21,nan,58,Weight,30.63
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-12-29,nan,60,Weight,30.61
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-01-04,nan,62,Weight,32.32
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-01-17,nan,63,Weight,32.32
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-01-23,nan,64,Weight,32.4
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-01-26,nan,64,Weight,30.48
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-02-01,nan,66,Weight,30.72
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-02-10,nan,66,Weight,31.15
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-02-18,nan,67,Weight,29.46
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-02-24,nan,68,Weight,29.7
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-03,nan,68,Weight,28.93
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-04,nan,68,Weight,31.5
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-11,nan,70,Weight,30.02
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-16,nan,72,Weight,29.73
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-20,nan,72,Weight,29.86
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-21,nan,72,Weight,30.33
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-22,nan,72,Weight,30.35
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-23,nan,72,Weight,30.52
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2023-03-24,nan,72,Weight,30.52
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-31,nan,8,Weight,22.03
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-02-18,nan,15,Weight,25.1
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3b,7413818,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-04-05,nan,22,Weight,25.76
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-11-26,nan,4,Weight,11.86
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-02,nan,4,Weight,16.42
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-10,nan,5,Weight,17.68
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-17,nan,6,Weight,19.34
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2021-12-23,nan,6,Weight,20.76
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-01-07,nan,10,Weight,23.29
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-01-13,nan,10,Weight,22.96
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/2.3c,7413819,TDP43-Q331K-Behav-2,2021-10-31,Female,,,2022-01-20,nan,11,Weight,22.56
